empnum,costcenterlv2,effectivedate
783,Global Business Solutions,
784,,
785,,
786,,
787,,
788,,
789,Growth,2022-11-01
789,Growth,
790,Others Tech,2022-11-01
790,Tech,
791,Exchange and Derivatives Tech,2022-11-01
791,Tech,
792,Human Resources,2022-11-01
792,Human Resources,
793,,
794,Derivative Trading,
795,CCO_Infrastructure Compliance,2023-01-14
795,CCO_Infrastructure Compliance,2022-11-01
795,Compliance Operations,
796,CCO_Infrastructure Compliance,2023-01-14
796,CCO_Infrastructure Compliance,2022-11-01
796,Compliance Operations,
797,Data Proetction & Privacy,2022-11-01
797,Information Security,
798,Others Tech,2022-11-01
798,Tech,
801,CCO_Local Market Compliance,2022-11-01
801,Regulatory Compliance,
802,,
803,,
804,Product Management,2022-11-01
804,Product,
805,IT Infrastructure & Operations,2022-11-01
805,Information Security,
806,Finance and Accounting,
807,Marketing,2023-01-16
807,Growth,2022-11-01
807,Growth,
808,Blockchain,2022-11-01
808,Blockchain,
809,Global Business Solutions,
810,Information Security,
811,Marketing,2022-11-01
811,Marketing,
812,Tech,
813,Marketing,2023-01-16
813,Growth,2022-11-01
813,Growth,
814,Compliance Operations,
815,Exchange and Derivatives Tech,2022-11-01
815,Tech,
816,Product QA,2022-11-01
816,Product,
817,,
818,,
819,Product Management,2022-11-01
819,Product,
820,Cronos,2022-11-01
820,Product,
821,,
822,Customer Experience,2023-01-01
822,Customer Experience,2022-11-01
822,Customer Experience,
823,,
824,,
825,Customer Experience,2022-11-01
825,Customer Experience,
826,Customer Experience,2023-01-01
826,Customer Experience,2022-11-01
826,Customer Experience,
827,Customer Experience,2023-01-01
827,Customer Experience,2022-11-01
827,Customer Experience,
828,Customer Experience,2023-01-01
828,Customer Experience,2022-11-01
828,Customer Experience,
829,Customer Experience,2023-01-01
829,Customer Experience,2022-11-01
829,Customer Experience,
830,,
831,Customer Experience,
832,Customer Experience,
833,Risk Management,2022-11-01
833,Risk Management,
834,Customer Experience,2023-01-01
834,Customer Experience,2022-11-01
834,Customer Experience,
835,,
836,Blockchain Security,2022-11-01
836,Information Security,
837,,
838,,
839,Blockchain,2022-11-01
839,Blockchain,
840,IT Infrastructure & Operations,2022-11-01
840,Information Security,
841,,
842,Others Tech,2022-11-01
842,Tech,
843,Others Tech,2022-11-01
843,Tech,
844,Product QA,2022-11-01
844,Product,
845,Blockchain Security,2022-11-01
845,Information Security,
846,Main App Tech,2022-11-01
846,Tech,
847,Risk Management,2023-01-01
847,Risk Management,2022-11-01
847,Risk Management,
848,,
849,,
850,,
851,,
852,Product QA,2022-11-01
852,Product,
853,,
854,Derivative Trading,2022-11-01
854,Derivative Trading,
855,Exchange and Derivatives Tech,2022-11-01
855,Tech,
856,KYC,2023-01-01
856,KYC,2022-11-01
856,KYC,
857,KYC,
858,Exchange and Derivatives Tech,2022-11-01
858,Tech,
859,CCO_Local Market Compliance,2022-11-01
859,Regulatory Compliance,
860,Information Security,
861,Application Security,2022-11-01
861,Information Security,
862,New Venture Operations,
863,Exchange and Derivatives Tech,2022-11-01
863,Tech,
864,Institutional Sales,2022-11-01
864,Institutional Sales and Account Management,
865,Finance and Accounting,2022-11-01
865,Finance and Accounting,
866,Others Tech,2022-11-01
866,Tech,
868,Compliance Operations,
869,KYC,2023-01-01
869,KYC,2022-11-01
869,KYC,
870,Finance and Accounting,2022-11-01
870,Finance and Accounting,
871,,
872,,
873,Community Management Department,
874,Blockchain,2022-11-01
874,Blockchain,
875,Others Tech,2022-11-01
875,Tech,
876,Exchange and Derivatives Tech,2022-11-01
876,Tech,
877,Tech,
878,Others Tech,2022-11-01
878,Tech,
879,Customer Experience,2022-11-01
879,Customer Experience,
880,Customer Experience,
881,,
882,,
883,Customer Experience,
884,Customer Experience,2023-01-01
884,Customer Experience,2022-11-01
884,Customer Experience,
885,Customer Experience,2023-01-01
885,Customer Experience,2022-11-01
885,Customer Experience,
886,Customer Experience,
887,Customer Experience,2023-01-01
887,Customer Experience,2022-11-01
887,Customer Experience,
888,Customer Experience,2023-01-01
888,Customer Experience,2022-11-01
888,Customer Experience,
889,Customer Experience,
890,Customer Experience,
891,CCO_Local Market Compliance,2022-11-01
891,Regulatory Compliance,
892,Others Tech,2022-11-01
892,Tech,
893,Regulatory Compliance,
894,CCO_Program Management Compliance,2023-01-14
894,CCO_Program Management Compliance,2022-11-01
894,Regulatory Compliance,
895,,
896,Data Intelligence,2022-11-01
896,Data Intelligence,
897,KYC,
898,KYC,2023-01-01
898,KYC,2022-11-01
898,KYC,
899,Expansion/GBS,2022-11-01
899,Global Business Solutions,
900,Human Resources,2023-02-07
900,People Operations,2022-11-01
900,Human Resources,
901,Cronos,2022-11-01
901,Blockchain,
902,Blockchain,2022-11-01
902,Blockchain,
903,Community Management Department,
904,Product QA,2022-11-01
904,Product,
905,Product Management,2022-11-01
905,Product,2022-09-01
905,Global Business Solutions,
906,Main App Tech,2022-11-01
906,Tech,
907,Others Tech,2022-11-01
907,Tech,
908,Data Proetction & Privacy,2022-11-01
908,Information Security,
909,,
910,,
911,Finance and Accounting,2022-11-01
911,Finance and Accounting,
912,Cronos,2022-11-01
913,Administration,
914,Exchange and Derivatives Tech,2022-11-01
914,Tech,
915,Information Security,
916,,
917,,
918,Finance and Accounting,
919,Product Management,2022-11-01
919,Product,2022-09-01
919,Global Business Solutions,
920,Main App Tech,2022-11-01
920,Tech,
921,Main App Tech,2022-11-01
921,Tech,
922,Customer Experience,2023-01-01
922,Customer Experience,2022-11-01
922,Customer Experience,
923,Customer Experience,2023-01-01
923,Customer Experience,2022-11-01
923,Customer Experience,
924,Customer Experience,2023-01-01
924,Customer Experience,2022-11-01
924,Customer Experience,
925,Customer Experience,2023-01-01
925,Customer Experience,2022-11-01
925,Customer Experience,
926,,
927,Customer Experience,2023-01-01
927,Customer Experience,2022-11-01
927,Customer Experience,
928,,
929,Customer Experience,
930,Customer Experience,2023-01-01
930,Customer Experience,2022-11-01
930,Customer Experience,
931,,
932,Customer Experience,2023-01-01
932,Customer Experience,2022-11-01
932,Customer Experience,
933,,
934,Customer Experience,
935,Customer Experience,
936,Customer Experience,
937,IT Infrastructure & Operations,2022-12-01
937,Customer Experience,2022-11-01
937,Customer Experience,
938,Customer Experience,2023-01-01
938,Customer Experience,2022-11-01
938,Customer Experience,
939,,
940,Customer Experience,
941,Customer Experience,
942,KYC,2023-01-01
942,KYC,2022-11-01
942,KYC,
943,Human Resources,
944,KYC,2023-01-01
944,KYC,2022-11-01
944,KYC,
945,Customer Experience,2023-01-01
945,Customer Experience,2022-11-01
945,Customer Experience,
946,Customer Experience,2023-01-01
946,Customer Experience,2022-11-01
946,Customer Experience,
947,Customer Experience,2023-01-01
947,Customer Experience,2022-11-01
947,Customer Experience,
948,Customer Experience,2023-01-01
948,Customer Experience,2022-11-01
948,Customer Experience,
949,Customer Experience,
950,Customer Experience,2023-01-01
950,Customer Experience,2022-11-01
950,Customer Experience,
951,Customer Experience,2023-01-01
951,Customer Experience,2022-11-01
951,Customer Experience,
952,Customer Experience,2023-01-01
952,Customer Experience,2022-11-01
952,Customer Experience,
953,Customer Experience,2023-01-01
953,Customer Experience,2022-11-01
953,Customer Experience,
954,Finance and Accounting,2022-11-01
954,Finance and Accounting,
955,Human Resources,2022-11-01
955,Human Resources,
956,Application Security,2022-11-01
956,Information Security,
957,,
958,Quant Trading,
959,,
960,Exchange and Derivatives Tech,2022-11-01
960,Tech,
961,Blockchain,2022-11-01
961,Blockchain,
962,,
963,Payments and Reconciliation,
964,KYC,
965,Payments and Reconciliation,2023-01-01
965,Payments and Reconciliation,2022-11-01
965,Payments and Reconciliation,
966,,
967,Payments and Reconciliation,2023-01-01
967,Payments and Reconciliation,2022-11-01
967,Payments and Reconciliation,
968,Risk Management,2023-01-01
968,Risk Management,2022-11-01
968,Risk Management,
969,KYC,
970,Payments and Reconciliation,2023-01-01
970,Payments and Reconciliation,2022-11-01
970,Payments and Reconciliation,
971,KYC,2023-01-01
971,KYC,2022-11-01
971,KYC,
972,KYC,
973,,
974,KYC,
975,,
976,KYC,2023-01-01
976,KYC,2022-11-01
976,KYC,
977,,
978,KYC,2023-01-01
978,KYC,2022-11-01
978,KYC,
979,KYC,2023-01-01
979,KYC,2022-11-01
979,KYC,
980,,
981,KYC,2023-01-01
981,KYC,2022-11-01
981,KYC,
982,Exchange and Derivatives Tech,2022-11-01
982,Tech,
983,Global Business Solutions,
984,,
985,Derivative Trading,2022-11-01
985,Derivative Trading,
986,Others Tech,2022-11-01
986,Tech,
987,Quant Trading Desk Dev,2022-11-01
987,Quant Trading,
989,Payments and Reconciliation,2023-01-01
989,Payments and Reconciliation,2022-11-01
989,Payments and Reconciliation,
990,Customer Experience,
991,Customer Experience,
992,,
993,,
994,Customer Experience,
995,Customer Experience,2023-01-01
995,Customer Experience,2022-11-01
995,Customer Experience,
996,Customer Experience,2023-01-01
996,Customer Experience,2022-11-01
996,Customer Experience,
997,,
998,,
999,Customer Experience,
1000,,
1001,Customer Experience,2023-01-01
1001,Customer Experience,2022-11-01
1001,Customer Experience,
1002,Customer Experience,
1003,Customer Experience,
1004,Customer Experience,2023-01-01
1004,Customer Experience,2022-11-01
1004,Customer Experience,
1005,Customer Experience,2023-01-01
1005,Customer Experience,2022-11-01
1005,Customer Experience,
1006,Customer Experience,2023-01-01
1006,Customer Experience,2022-11-01
1006,Customer Experience,
1007,,
1008,Customer Experience,2023-01-01
1008,Customer Experience,2022-11-01
1008,Customer Experience,
1009,Customer Experience,2023-01-01
1009,Customer Experience,2022-11-01
1009,Customer Experience,
1010,,
1011,Customer Experience,
1012,,
1013,Customer Experience,2023-01-01
1013,Customer Experience,2022-11-01
1013,Customer Experience,
1014,Customer Experience,2023-01-01
1014,Customer Experience,2022-11-01
1014,Customer Experience,
1015,Customer Experience,2023-01-01
1015,Customer Experience,2022-11-01
1015,Customer Experience,
1016,Customer Experience,
1017,Customer Experience,2023-01-01
1017,Customer Experience,2022-11-01
1017,Customer Experience,
1018,Customer Experience,2022-11-01
1018,Customer Experience,
1019,Payments and Reconciliation,
1020,Customer Experience,2023-01-01
1020,Customer Experience,2022-11-01
1020,Customer Experience,
1021,Customer Experience,2023-01-01
1021,Customer Experience,2022-11-01
1021,Customer Experience,
1022,Expansion/GBS,2022-11-01
1022,Global Business Solutions,
1023,Finance and Accounting,2022-11-01
1023,Finance and Accounting,
1024,,
1025,Blockchain Security,2022-11-01
1025,Information Security,
1026,Customer Experience,
1027,KYC,2023-01-01
1027,KYC,2022-11-01
1027,KYC,
1028,Main App Tech,2023-01-16
1028,Others Tech,2022-11-01
1028,Tech,
1029,Information Security,
1030,Tech,
1031,Product QA,2022-11-01
1031,Product,
1032,,
1033,Exchange and Derivatives Tech,2022-11-01
1033,Tech,
1034,Community Management,2022-11-01
1034,Community Management Department,
1035,Data Proetction & Privacy,2022-11-01
1035,Information Security,
1036,KYC,2022-11-01
1036,KYC,
1037,KYC,2023-01-01
1037,KYC,2022-11-01
1037,KYC,
1038,KYC,
1039,KYC,
1040,KYC,2023-01-01
1040,KYC,2022-11-01
1040,KYC,
1041,KYC,2023-01-01
1041,KYC,2022-11-01
1041,KYC,
1042,KYC,2023-01-01
1042,KYC,2022-11-01
1042,KYC,
1043,,
1044,KYC,2023-01-01
1044,KYC,2022-11-01
1044,KYC,
1045,IT Infrastructure & Operations,2022-11-01
1045,Information Security,
1046,KYC,
1047,KYC,2023-01-01
1047,KYC,2022-11-01
1047,KYC,
1048,KYC,2023-01-01
1048,KYC,2022-11-01
1048,KYC,
1049,Talent Acquisition,2022-11-01
1049,Human Resources,
1050,,
1051,Exchange and Derivatives Tech,2022-11-01
1051,Tech,
1052,,
1053,New Venture Operations,
1054,New Venture Operations,
1055,IT Infrastructure & Operations,2022-11-01
1055,Information Security,
1056,,
1057,Finance and Accounting,2022-11-01
1057,Finance and Accounting,
1058,Product QA,2022-11-01
1058,Product,
1059,,
1060,,
1061,Marketing,
1062,Customer Experience,2023-01-01
1062,Customer Experience,2022-11-01
1062,Customer Experience,
1063,Customer Experience,2023-01-01
1063,Customer Experience,2022-11-01
1063,Customer Experience,
1064,,
1065,Customer Experience,
1066,Customer Experience,
1067,Customer Experience,
1068,Customer Experience,2023-01-01
1068,Customer Experience,2022-11-01
1068,Customer Experience,
1069,Customer Experience,2023-01-01
1069,Customer Experience,2022-11-01
1069,Customer Experience,
1070,Customer Experience,
1071,Customer Experience,2023-01-01
1071,Customer Experience,2022-11-01
1071,Customer Experience,
1072,,
1073,Customer Experience,2022-11-01
1073,Customer Experience,
1074,Customer Experience,2023-01-01
1074,Customer Experience,2022-11-01
1074,Customer Experience,
1075,Customer Experience,2023-01-01
1075,Customer Experience,2022-11-01
1075,Customer Experience,
1076,IT Infrastructure & Operations,2022-11-01
1076,Customer Experience,
1077,Customer Experience,2023-01-01
1077,Customer Experience,2022-11-01
1077,Customer Experience,
1078,Customer Experience,2023-01-01
1078,Customer Experience,2022-11-01
1078,Customer Experience,
1079,,
1080,Customer Experience,
1081,Finance and Accounting,2022-11-01
1081,Administration,
1082,,
1083,,
1084,Customer Experience,2023-01-01
1084,Customer Experience,2022-11-01
1084,Customer Experience,
1085,,
1086,Customer Experience,2023-01-01
1086,Customer Experience,2022-11-01
1086,Customer Experience,
1087,Customer Experience,
1088,,
1089,Customer Experience,2022-11-01
1089,Customer Experience,
1090,Customer Experience,
1091,Customer Experience,
1092,,
1093,Customer Experience,
1094,Customer Experience,2023-01-01
1094,Customer Experience,2022-11-01
1094,Customer Experience,
1095,Customer Experience,
1096,,
1097,Customer Experience,
1098,Customer Experience,
1099,,
1100,Customer Experience,2023-01-01
1100,Customer Experience,2022-11-01
1100,Customer Experience,
1101,Customer Experience,2023-01-01
1101,Customer Experience,2022-11-01
1101,Customer Experience,
1102,CCO_Infrastructure Compliance,2023-01-14
1102,CCO_Infrastructure Compliance,2022-11-01
1102,Compliance Operations,2022-05-09
1102,Customer Experience,
1103,Customer Experience,2023-01-01
1103,Customer Experience,2022-11-01
1103,Customer Experience,
1104,Customer Experience,2023-01-01
1104,Customer Experience,2022-11-01
1104,Customer Experience,
1105,Customer Experience,2023-01-01
1105,Customer Experience,2022-11-01
1105,Customer Experience,
1106,Customer Experience,2023-01-01
1106,Customer Experience,2022-11-01
1106,Customer Experience,
1107,Customer Experience,
1108,Customer Experience,
1109,,
1110,Customer Experience,2023-01-01
1110,Customer Experience,2022-11-01
1110,Customer Experience,
1111,Customer Experience,
1112,Customer Experience,
1113,Customer Experience,2023-01-01
1113,Customer Experience,2022-11-01
1113,Customer Experience,
1114,Customer Experience,2023-01-01
1114,Customer Experience,2022-11-01
1114,Customer Experience,
1115,Customer Experience,
1116,Customer Experience,2023-01-01
1116,Customer Experience,2022-11-01
1116,Customer Experience,
1117,Customer Experience,2023-01-01
1117,Customer Experience,2022-11-01
1117,Customer Experience,
1118,Customer Experience,2023-01-01
1118,Customer Experience,2022-11-01
1118,Customer Experience,
1119,,
1120,Customer Experience,2023-01-01
1120,Customer Experience,2022-11-01
1120,Customer Experience,
1121,,
1122,Customer Experience,
1123,Customer Experience,2023-01-01
1123,Customer Experience,2022-11-01
1123,Customer Experience,
1124,Customer Experience,2023-01-01
1124,Customer Experience,2022-11-01
1124,Customer Experience,
1125,Customer Experience,2023-01-01
1125,Customer Experience,2022-11-01
1125,Customer Experience,
1126,Customer Experience,2022-11-01
1126,Customer Experience,
1127,Customer Experience,2023-01-01
1127,Customer Experience,2022-11-01
1127,Customer Experience,
1128,Customer Experience,2023-01-01
1128,Customer Experience,2022-11-01
1128,Customer Experience,
1129,Customer Experience,
1130,Customer Experience,2022-11-01
1130,Customer Experience,
